29	I have major disagreements with my opponent about these issues and others that will be before the Supreme Court.	4480	Donald Trump is "against marriage equality. He wants to go back."	CONTEXT_DEPENDENT
29	I have major disagreements with my opponent about these issues and others that will be before the Supreme Court.	6082	Says Donald Trump has "changed his mind" on abortion.	CONTEXT_DEPENDENT
30	But I feel that at this point in our country's history, it is important that we not reverse marriage equality, that we not reverse Roe v. Wade, that we stand up against Citizens United, we stand up for the rights of people in the workplace, that we stand up and basically say The Supreme Court should represent all of us.	4480	Donald Trump is "against marriage equality. He wants to go back."	CLEAN_HARD
48	I believe if my opponent should win this race, which I truly don't think will happen, we will have a Second Amendment which will be a very, very small replica of what it is right now.	4975	SaysHillary Clinton "wants to abolish the Second Amendment."	CLEAN_HARD
78	And what I was saying that you referenced, Chris, was that I disagreed with the way the court applied the Second Amendment in that case, because what the District of Columbia was trying to do was to protect toddlers from guns and so they wanted people with guns to safely store them.	4099	What the District of Columbia was trying to do(with its handgun ban) was to protect toddlers from guns.	CLEAN_HARD
74	And so when I think about what we need to do, we have 33,000 people a year who die from guns.	4100	We have 33,000 people a year who die from guns.	CLEAN
139	And, indeed, he said women should be punished, that there should be some form of punishment for women who obtain abortions.	4601	Says Donald Trump "said a woman should be punished for exercising her right to choose."	CLEAN
189	Hillary wants to give amnesty.	4098	Says Hillary Clinton "wants to have open borders."	CLEAN_HARD
190	She wants to have open borders.	4098	Says Hillary Clinton "wants to have open borders."	CLEAN_HARD
200	All of the problems  the single biggest problem is heroin that pours across our southern border.	4101	Heroin .. pours across our southern borders.	CLEAN
201	It's just pouring and destroying their youth.	4101	Heroin .. pours across our southern borders.	CONTEXT_DEPENDENT
228	He said as recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation.	4092	Says Donald Trump "saidas recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation."	CLEAN
255	Hillary Clinton wanted the wall.	4095	Says Hillary Clinton "wanted the wall."	CLEAN
256	Hillary Clinton fought for the wall in 2006 or thereabouts.	4095	Says Hillary Clinton "wanted the wall."	CLEAN
273	He used undocumented labor to build the Trump Tower.	4093	Says Donald Trump "used undocumented labor to build the Trump Tower."	CLEAN
339	She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people.	4372	Says Hillary Clinton "wants to increase Syrian refugees to this country by 550 percent."	CLEAN_HARD
345	I don't know Putin.	4553	On whether hes had a relationship with Vladimir Putin.	CLEAN_HARD
363	that the Russians have engaged in cyberattacks against the United States of America, that you encouraged espionage against our people, that you are willing to spout the Putin line, sign up for his wish list, break up NATO, do whatever he wants to do, and that you continue to get help from him, because he has a very clear favorite in this race.	4261	Says Donald Trump "publicly invited Putin to hack into Americans (emails)."	CLEAN_HARD
366	We have 17  17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin and they are designed to influence our election.	4097	We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.	CLEAN
424	advocated more countries getting them, Japan, Korea, even Saudi Arabia.	4205	Says Donald Trump "never said that" more nations should get nuclear weapons.	CONTEXT_DEPENDENT
468	I want us to have the biggest jobs program since World War II, jobs in infrastructure and advanced manufacturing.	4458	Says her campaign platform includes the "biggest investment in new, goodpaying jobs since World War II."	CLEAN
485	Because his whole plan is to cut taxes, to give the biggest tax breaks ever to the wealthy and to corporations, adding $20 trillion to our debt, and causing the kind of dislocation that we have seen before, because it truly will be trickledown economics on steroids.	4150	Says Donald Trumps tax plan gives the wealthy and corporations "more than the Bush tax cuts by at least a factor of two."	CLEAN_HARD
490	Well, first of all, before I start on my plan, her plan is going to raise taxes and even double your taxes.	4096	Says Hillary Clinton's "plan is going to raise taxes and even double your taxes."	CLEAN
607	She lied when she said she didn't call it the gold standard in one of the debates.	4262	Says Hillary Clinton called the TransPacific Partnership "the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen."	CONTEXT_DEPENDENT
609	She did call it the gold standard.	4262	Says Hillary Clinton called the TransPacific Partnership "the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen."	CONTEXT_DEPENDENT
655	Just like when you ran the State Department, $6 billion was missing.	4094	When Hillary Clinton "ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen  they don't know."	CLEAN
657	You ran the State Department, $6 billion was either stolen.	4094	When Hillary Clinton "ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen  they don't know."	CLEAN
659	It's gone, $6 billion.	4094	When Hillary Clinton "ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen  they don't know."	CLEAN
667	He was getting sued by the Justice Department for racial discrimination in his apartment buildings.	4257	Says Donald Trump "started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to AfricanAmericans."	CLEAN
687	She gave us ISIS, because her and Obama created this huge vacuum, and a small group came out of that huge vacuum because when  we should never have been in Iraq, but once we were there, we should have never got out the way they wanted to get out.	4654	Hillary Clinton invented ISIS with her stupid policies. She is responsible for ISIS.	CLEAN_HARD
688	She gave us ISIS as sure as you are sitting there.	4654	Hillary Clinton invented ISIS with her stupid policies. She is responsible for ISIS.	CLEAN_HARD
695	And since then, as we all know, nine women have come forward and have said that you either groped them or kissed them without their consent.	4089	The stories from women saying he groped or forced himself on them "largely have been debunked."	PART_OF
699	Well, first of all, those stories have been largely debunked.	4089	The stories from women saying he groped or forced himself on them "largely have been debunked."	PART_OF
751	But I will tell you what isn't fictionalized are her emails, where she destroyed 33,000 emails criminally, criminally, after getting a subpoena from the United States Congress.	4171	You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.	CLEAN
765	But he also went after a disabled reporter, mocked and mimicked him on national television.	4091	Says Hillary Clinton is "wrong" to say he mocked a disabled reporter.	PART_OF
423	Wrong.	4091	Says Hillary Clinton is "wrong" to say he mocked a disabled reporter.	PART_OF
793	But just briefly, the Clinton Foundation made it possible for 11 million people around the world with HIVAIDS to afford treatment, and that's about half all the people in the world who are getting treatment.	4831	Nine million people have lowercost HIVAIDS medicine because of the work of the Clinton Foundation and my husband.	CLEAN
815	Saudi Arabia giving $25 million, Qatar, all of these countries.	6683	The Clintons' foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.	CLEAN_HARD
815	Saudi Arabia giving $25 million, Qatar, all of these countries.	4712	Says Hillary Clinton has been given tens of millions of dollars by countries that "treat women horribly ...and countries that kill gays."	CLEAN_HARD
818	These are people that kill women and treat women horribly.	4712	Says Hillary Clinton has been given tens of millions of dollars by countries that "treat women horribly ...and countries that kill gays."	PART_OF
820	So I'd like to ask you right now, why don't you give back the money that you've taken from certain countries that treat certain groups of people so horribly?	6683	The Clintons' foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.	PART_OF
820	So I'd like to ask you right now, why don't you give back the money that you've taken from certain countries that treat certain groups of people so horribly?	4712	Says Hillary Clinton has been given tens of millions of dollars by countries that "treat women horribly ...and countries that kill gays."	PART_OF
832	And I'd be happy to compare what we do with the Trump Foundation, which took money from other people and bought a six foot portrait of Donald.	4333	Says Donald Trump'sfoundation "took money other people gave to his charity and then bought a sixfoottall painting of himself."	CLEAN
867	He is the first candidate ever to run for president in the last 40plus years who has not released his tax returns, so everything he says about charity or anything else, we can't prove it.	4248	Says that except for Donald Trump, "every other major party nominee" for the past 40 years has released their tax returns.	CLEAN
877	And all of her donors  just about all of them  I know Buffett took hundreds of millions of dollars, Soros, George Soros, took hundreds of millions of dollars...	4116	Many of (Hillary Clinton's) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction.	CONTEXT_DEPENDENT
918	If you look  excuse me, Chris  if you look at your voter rolls, you will see millions of people that are registered to vote  millions, this isn't coming from me  this is coming from Pew Report and other places  millions of people that are registered to vote that shouldn't be registered to vote.	4124	Of course, there is large scale voter fraud happening on and before election day.	CLEAN_HARD
942	There was even a time when he didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged against him.	4090	There was even a time when (Donald Trump) didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged.	CLEAN
1036	Well, you know, once again, Donald is implying that he didn't support the invasion of Iraq.	4362	I was totally against the war in Iraq.	CLEAN
1037	I said it was a mistake.	4362	I was totally against the war in Iraq.	CONTEXT_DEPENDENT
1038	I've said that years ago.	4362	I was totally against the war in Iraq.	CONTEXT_DEPENDENT
1039	He has consistently denied what is...	4362	I was totally against the war in Iraq.	CLEAN
1133	We gave them $150 billion back.	5254	Under the Iran nuclear deal, "we give them $150 billion, we get nothing."	CLEAN
1277	It's  the premiums are going up 60 percent, 70 percent, 80 percent.	5817	Because of Obamacare "peoples premiums ...are going up 35, 45, 55 percent."	CLEAN_HARD
1329	We take care of illegal immigrants, people that come into the country illegally, better than we take care of our vets.	4348	Our veterans, in many cases, are being treated worse than illegal immigrants.	CLEAN
